t,Norm_0,AvgX_0,Norm_1,AvgX_1
498,0.718383,13.3088,0.281617,2.24261
499,0.718382,13.4746,0.281618,2.29005
500,0.718382,13.6378,0.281618,2.33618
501,0.718382,13.7985,0.281618,2.38101
502,0.718382,13.9565,0.281618,2.42452
503,0.718381,14.112,0.281619,2.46672
504,0.718381,14.2648,0.281619,2.50761
505,0.718381,14.4151,0.281619,2.5472
506,0.718381,14.5628,0.281619,2.58549
507,0.718381,14.7079,0.281619,2.62249
508,0.71838,14.8505,0.28162,2.65821
509,0.71838,14.9905,0.28162,2.69266
510,0.71838,15.1281,0.28162,2.72585
511,0.71838,15.2632,0.28162,2.75781
512,0.71838,15.3959,0.28162,2.78854
513,0.71838,15.5262,0.28162,2.81807
514,0.71838,15.6542,0.28162,2.84642
515,0.718379,15.7798,0.281621,2.87361
516,0.718379,15.9033,0.281621,2.89966
517,0.718379,16.0245,0.281621,2.9246
518,0.718379,16.1436,0.281621,2.94845
519,0.718379,16.2606,0.281621,2.97125
520,0.718379,16.3756,0.281621,2.99301
521,0.718379,16.4887,0.281621,3.01376
522,0.718379,16.5999,0.281621,3.03354
523,0.718378,16.7092,0.281622,3.05237
524,0.718378,16.8168,0.281622,3.07029
525,0.718378,16.9227,0.281622,3.08731
526,0.718378,17.0269,0.281622,3.10347
527,0.718378,17.1296,0.281622,3.1188
528,0.718378,17.2308,0.281622,3.13333
529,0.718378,17.3306,0.281622,3.14708
530,0.718378,17.429,0.281622,3.16007
531,0.718378,17.5261,0.281622,3.17234
532,0.718378,17.6219,0.281622,3.18391
533,0.718377,17.7165,0.281623,3.1948
534,0.718377,17.81,0.281623,3.20503
535,0.718377,17.9024,0.281623,3.21464
536,0.718377,17.9937,0.281623,3.22363
537,0.718377,18.084,0.281623,3.23202
538,0.718377,18.1734,0.281623,3.23984
539,0.718377,18.2619,0.281623,3.2471
540,0.718377,18.3495,0.281623,3.25382
541,0.718377,18.4362,0.281623,3.26001
542,0.718377,18.5221,0.281623,3.26568
543,0.718377,18.6073,0.281623,3.27085
544,0.718377,18.6917,0.281623,3.27554
545,0.718377,18.7754,0.281623,3.27974
546,0.718377,18.8584,0.281623,3.28347
547,0.718377,18.9407,0.281623,3.28675
548,0.718377,19.0223,0.281623,3.28957
549,0.718376,19.1033,0.281624,3.29195
550,0.718376,19.1837,0.281624,3.2939
551,0.718376,19.2635,0.281624,3.29543
552,0.718376,19.3427,0.281624,3.29653
553,0.718376,19.4213,0.281624,3.29723
554,0.718376,19.4993,0.281624,3.29752
555,0.718376,19.5768,0.281624,3.29741
556,0.718376,19.6537,0.281624,3.29692
557,0.718376,19.7301,0.281624,3.29604
558,0.718376,19.806,0.281624,3.29479
559,0.718376,19.8813,0.281624,3.29317
560,0.718376,19.9562,0.281624,3.2912
561,0.718376,20.0306,0.281624,3.28887
562,0.718376,20.1045,0.281624,3.28619
563,0.718376,20.178,0.281624,3.28318
564,0.718376,20.251,0.281624,3.27984
565,0.718376,20.3235,0.281624,3.27618
566,0.718376,20.3957,0.281624,3.27221
567,0.718376,20.4674,0.281624,3.26792
568,0.718376,20.5387,0.281624,3.26334
569,0.718376,20.6097,0.281624,3.25847
570,0.718376,20.6802,0.281624,3.25331
571,0.718376,20.7504,0.281624,3.24788
572,0.718376,20.8203,0.281624,3.24218
573,0.718376,20.8898,0.281624,3.23621
