t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2
301,0.26382,3.51595,0.36809,4.48649,0.36809,4.48649
302,0.263793,3.54209,0.368103,4.50724,0.368103,4.50724
303,0.263752,3.56738,0.368124,4.52786,0.368124,4.52786
304,0.263698,3.59183,0.368151,4.54838,0.368151,4.54838
305,0.263632,3.61552,0.368184,4.56882,0.368184,4.56882
306,0.263555,3.63847,0.368223,4.58917,0.368223,4.58917
307,0.263467,3.66073,0.368267,4.60947,0.368267,4.60947
308,0.26337,3.68234,0.368315,4.62972,0.368315,4.62972
309,0.263264,3.70334,0.368368,4.64992,0.368368,4.64992
310,0.263151,3.72378,0.368424,4.67009,0.368424,4.67009
311,0.263031,3.74368,0.368484,4.69024,0.368484,4.69024
312,0.262906,3.76309,0.368547,4.71037,0.368547,4.71037
313,0.262775,3.78204,0.368612,4.73048,0.368612,4.73048
314,0.26264,3.80056,0.36868,4.75058,0.36868,4.75058
315,0.262501,3.81868,0.368749,4.77067,0.368749,4.77067
316,0.262359,3.83643,0.368821,4.79075,0.368821,4.79075
317,0.262214,3.85383,0.368893,4.81083,0.368893,4.81083
318,0.262068,3.87092,0.368966,4.8309,0.368966,4.8309
319,0.26192,3.88771,0.36904,4.85097,0.36904,4.85097
320,0.261771,3.90423,0.369114,4.87103,0.369114,4.87103
321,0.261622,3.92048,0.369189,4.89108,0.369189,4.89108
322,0.261474,3.9365,0.369263,4.91113,0.369263,4.91113
323,0.261326,3.95229,0.369337,4.93118,0.369337,4.93118
324,0.26118,3.96787,0.36941,4.95121,0.36941,4.95121
325,0.261036,3.98325,0.369482,4.97125,0.369482,4.97125
326,0.260895,3.99844,0.369553,4.99127,0.369553,4.99127
327,0.260757,4.01346,0.369622,5.01129,0.369622,5.01129
328,0.260622,4.0283,0.369689,5.03131,0.369689,5.03131
329,0.26049,4.04299,0.369755,5.05132,0.369755,5.05132
330,0.260363,4.05752,0.369818,5.07133,0.369818,5.07133
331,0.260241,4.0719,0.36988,5.09133,0.36988,5.09133
332,0.260123,4.08614,0.369939,5.11134,0.369939,5.11134
333,0.260009,4.10025,0.369995,5.13134,0.369995,5.13134
334,0.259901,4.11423,0.37005,5.15134,0.37005,5.15134
