t,Norm_0,AvgX_0,Norm_1,AvgX_1
549,0.792001,20.7574,0.207999,4.28529
550,0.792001,20.7968,0.207999,4.29504
551,0.792001,20.8363,0.207999,4.30479
552,0.792001,20.8757,0.207999,4.31454
553,0.792001,20.9151,0.207999,4.3243
554,0.792001,20.9546,0.207999,4.33405
555,0.792001,20.994,0.207999,4.3438
556,0.792001,21.0334,0.207999,4.35355
557,0.792001,21.0729,0.207999,4.3633
558,0.792001,21.1123,0.207999,4.37305
559,0.792001,21.1517,0.207999,4.3828
560,0.792001,21.1912,0.207999,4.39255
561,0.792001,21.2306,0.207999,4.40231
562,0.792001,21.2701,0.207999,4.41206
563,0.792001,21.3095,0.207999,4.42181
564,0.792001,21.3489,0.207999,4.43156
565,0.792001,21.3884,0.207999,4.44131
566,0.792001,21.4278,0.207999,4.45106
567,0.792001,21.4672,0.207999,4.46081
568,0.792001,21.5067,0.207999,4.47056
569,0.792001,21.5461,0.207999,4.48032
570,0.792001,21.5855,0.207999,4.49007
571,0.792001,21.625,0.207999,4.49982
572,0.792001,21.6644,0.207999,4.50957
573,0.792001,21.7038,0.207999,4.51932
574,0.792001,21.7433,0.207999,4.52907
575,0.792001,21.7827,0.207999,4.53882
576,0.792001,21.8221,0.207999,4.54857
577,0.792001,21.8616,0.207999,4.55832
578,0.792001,21.901,0.207999,4.56808
579,0.792001,21.9404,0.207999,4.57783
580,0.792001,21.9799,0.207999,4.58758
581,0.792001,22.0193,0.207999,4.59733
582,0.792001,22.0588,0.207999,4.60708
583,0.792001,22.0982,0.207999,4.61683
584,0.792001,22.1376,0.207999,4.62658
585,0.792001,22.1771,0.207999,4.63633
586,0.792001,22.2165,0.207999,4.64609
