t,Norm_0,AvgX_0,Norm_1,AvgX_1,Norm_2,AvgX_2,Norm_L0,Norm_L1
317,0.964642,136.807,0.0176791,2.50728,0.0176791,2.50728,0.964642,0.0353582
318,0.974458,138.603,0.012771,1.81649,0.012771,1.81649,0.974458,0.025542
319,0.982717,140.185,0.00864132,1.23268,0.00864132,1.23268,0.982717,0.01728264
320,0.989392,141.546,0.0053042,0.758838,0.0053042,0.758838,0.989392,0.0106084
321,0.994458,142.682,0.00277091,0.397562,0.00277091,0.397562,0.994458,0.00554182
322,0.9979,143.588,0.00105004,0.15109,0.00105004,0.15109,0.9979,0.00210008
323,0.999705,144.261,0.00014742,0.0212732,0.00014742,0.0212732,0.999705,0.00029484
324,0.999868,144.697,0.000066117,0.00956819,0.000066117,0.00956819,0.999868,0.000132234
325,0.998387,144.894,0.000806403,0.117032,0.000806403,0.117032,0.998387,0.001612806
326,0.995268,144.852,0.00236577,0.344314,0.00236577,0.344314,0.995268,0.00473154
327,0.990522,144.569,0.00473893,0.691655,0.00473893,0.691655,0.990522,0.00947786
328,0.984164,144.045,0.00791783,1.15888,0.00791783,1.15888,0.984164,0.01583566
329,0.976217,143.283,0.0118917,1.7454,0.0118917,1.7454,0.976217,0.0237834
330,0.966706,142.284,0.0166471,2.4502,0.0166471,2.4502,0.966706,0.0332942
331,0.955664,141.052,0.0221679,3.27187,0.0221679,3.27187,0.955664,0.0443358
332,0.943129,139.588,0.0284353,4.20857,0.0284353,4.20857,0.943129,0.0568706
333,0.929144,137.899,0.0354281,5.25807,0.0354281,5.25807,0.929144,0.0708562
334,0.913755,135.989,0.0431227,6.41771,0.0431227,6.41771,0.913755,0.0862454
335,0.897014,133.865,0.0514929,7.68447,0.0514929,7.68447,0.897014,0.1029858
336,0.878979,131.533,0.0605103,9.05491,0.0605103,9.05491,0.878979,0.1210206
337,0.859711,129,0.0701444,10.5252,0.0701444,10.5252,0.859711,0.1402888
338,0.839275,126.277,0.0803626,12.0913,0.0803626,12.0913,0.839275,0.1607252
339,0.81774,123.37,0.0911301,13.7485,0.0911301,13.7485,0.81774,0.1822602
340,0.795179,120.29,0.102411,15.4921,0.102411,15.4921,0.795179,0.204822
341,0.771669,117.048,0.114166,17.3168,0.114166,17.3168,0.771669,0.228332
342,0.747289,113.654,0.126355,19.2172,0.126355,19.2172,0.747289,0.25271
343,0.722123,110.12,0.138939,21.1875,0.138939,21.1875,0.722123,0.277878
344,0.696254,106.458,0.151873,23.2215,0.151873,23.2215,0.696254,0.303746
345,0.669772,102.681,0.165114,25.3131,0.165114,25.3131,0.669772,0.330228
346,0.642766,98.8012,0.178617,27.4557,0.178617,27.4557,0.642766,0.357234
347,0.615327,94.8328,0.192337,29.6425,0.192337,29.6425,0.615327,0.384674
348,0.587548,90.7895,0.206226,31.8666,0.206226,31.8666,0.587548,0.412452
349,0.559524,86.6855,0.220238,34.1209,0.220238,34.1209,0.559524,0.440476
350,0.53135,82.5353,0.234325,36.3981,0.234325,36.3981,0.53135,0.46865
351,0.50312,78.3536,0.24844,38.6909,0.24844,38.6909,0.50312,0.49688
352,0.474932,74.1553,0.262534,40.9918,0.262534,40.9918,0.474932,0.525068
353,0.44688,69.9555,0.27656,43.2933,0.27656,43.2933,0.44688,0.55312
354,0.419059,65.7692,0.290471,45.5879,0.290471,45.5879,0.419059,0.580942
355,0.391564,61.6116,0.304218,47.868,0.304218,47.868,0.391564,0.608436
356,0.364488,57.4979,0.317756,50.1259,0.317756,50.1259,0.364488,0.635512
357,0.337922,53.443,0.331039,52.3543,0.331039,52.3543,0.337922,0.662078
358,0.311958,49.4619,0.344021,54.5456,0.344021,54.5456,0.311958,0.688042
359,0.286682,45.5694,0.356659,56.6925,0.356659,56.6925,0.286682,0.713318
360,0.262181,41.7799,0.368909,58.7876,0.368909,58.7876,0.262181,0.737818
361,0.238538,38.1077,0.380731,60.824,0.380731,60.824,0.238538,0.761462
362,0.215832,34.5667,0.392084,62.7946,0.392084,62.7946,0.215832,0.784168
363,0.19414,31.1703,0.40293,64.6926,0.40293,64.6926,0.19414,0.80586
364,0.173537,27.9317,0.413231,66.5117,0.413231,66.5117,0.173537,0.826462
365,0.154093,24.8635,0.422954,68.2454,0.422954,68.2454,0.154093,0.845908
366,0.135872,21.9776,0.432064,69.8877,0.432064,69.8877,0.135872,0.864128
367,0.118936,19.2857,0.440532,71.4329,0.440532,71.4329,0.118936,0.881064
368,0.103344,16.7986,0.448328,72.8755,0.448328,72.8755,0.103344,0.896656
369,0.0891484,14.5265,0.455426,74.2104,0.455426,74.2104,0.0891484,0.910852
370,0.0763965,12.479,0.461802,75.4328,0.461802,75.4328,0.0763965,0.923604
371,0.065132,10.6648,0.467434,76.5384,0.467434,76.5384,0.065132,0.934868
372,0.0553931,9.09213,0.472303,77.5231,0.472303,77.5231,0.0553931,0.944606
373,0.0472127,7.76813,0.476394,78.3833,0.476394,78.3833,0.0472127,0.952788
374,0.0406187,6.69926,0.479691,79.1157,0.479691,79.1157,0.0406187,0.959382
375,0.0356333,5.89111,0.482183,79.7176,0.482183,79.7176,0.0356333,0.964366
376,0.0322734,5.3484,0.483863,80.1866,0.483863,80.1866,0.0322734,0.967726
377,0.0305505,5.07494,0.484725,80.5208,0.484725,80.5208,0.0305505,0.96945
378,0.0304704,5.07365,0.484765,80.7187,0.484765,80.7187,0.0304704,0.96953
379,0.0320333,5.34653,0.483983,80.7793,0.483983,80.7793,0.0320333,0.967966
380,0.035234,5.89462,0.482383,80.7022,0.482383,80.7022,0.035234,0.964766
381,0.0400616,6.71804,0.479969,80.4872,0.479969,80.4872,0.0400616,0.959938
382,0.0464998,7.81595,0.47675,80.1348,0.47675,80.1348,0.0464998,0.9535
383,0.0545267,9.18657,0.472737,79.6459,0.472737,79.6459,0.0545267,0.945474
384,0.0641151,10.8272,0.467942,79.0218,0.467942,79.0218,0.0641151,0.935884
385,0.0752324,12.7341,0.462384,78.2644,0.462384,78.2644,0.0752324,0.924768
386,0.0878412,14.9026,0.456079,77.3759,0.456079,77.3759,0.0878412,0.912158
387,0.101898,17.3274,0.449051,76.3592,0.449051,76.3592,0.101898,0.898102
388,0.117357,20.0019,0.441322,75.2174,0.441322,75.2174,0.117357,0.882644
389,0.134163,22.9188,0.432918,73.9543,0.432918,73.9543,0.134163,0.865836
390,0.152262,26.0699,0.423869,72.5738,0.423869,72.5738,0.152262,0.847738
391,0.17159,29.4461,0.414205,71.0806,0.414205,71.0806,0.17159,0.82841
392,0.192083,33.0377,0.403958,69.4796,0.403958,69.4796,0.192083,0.807916
393,0.213671,36.834,0.393164,67.776,0.393164,67.776,0.213671,0.786328
394,0.236282,40.8235,0.381859,65.9756,0.381859,65.9756,0.236282,0.763718
395,0.259837,44.9942,0.370081,64.0844,0.370081,64.0844,0.259837,0.740162
396,0.284259,49.3334,0.357871,62.1088,0.357871,62.1088,0.284259,0.715742
397,0.309463,53.8275,0.345269,60.0556,0.345269,60.0556,0.309463,0.690538
398,0.335364,58.4626,0.332318,57.9316,0.332318,57.9316,0.335364,0.664636
399,0.361874,63.2241,0.319063,55.7443,0.319063,55.7443,0.361874,0.638126
400,0.388905,68.0969,0.305548,53.5012,0.305548,53.5012,0.388905,0.611096
401,0.416363,73.0656,0.291819,51.2099,0.291819,51.2099,0.416363,0.583638
402,0.444156,78.1142,0.277922,48.8784,0.277922,48.8784,0.444156,0.555844
403,0.47219,83.2265,0.263905,46.515,0.263905,46.515,0.47219,0.52781
404,0.500369,88.386,0.249815,44.1277,0.249815,44.1277,0.500369,0.49963
405,0.528599,93.5758,0.235701,41.7251,0.235701,41.7251,0.528599,0.471402
406,0.556783,98.779,0.221609,39.3156,0.221609,39.3156,0.556783,0.443218
407,0.584826,103.979,0.207587,36.9078,0.207587,36.9078,0.584826,0.415174
408,0.612632,109.157,0.193684,34.5101,0.193684,34.5101,0.612632,0.387368
409,0.640109,114.298,0.179946,32.1312,0.179946,32.1312,0.640109,0.359892
410,0.667161,119.384,0.166419,29.7796,0.166419,29.7796,0.667161,0.332838
411,0.693698,124.398,0.153151,27.4639,0.153151,27.4639,0.693698,0.306302
412,0.71963,129.323,0.140185,25.1923,0.140185,25.1923,0.71963,0.28037
413,0.744869,134.143,0.127565,22.9731,0.127565,22.9731,0.744869,0.25513
414,0.769329,138.841,0.115335,20.8146,0.115335,20.8146,0.769329,0.23067
415,0.792928,143.402,0.103536,18.7246,0.103536,18.7246,0.792928,0.207072
416,0.815585,147.81,0.0922077,16.7109,0.0922077,16.7109,0.815585,0.1844154
417,0.837223,152.049,0.0813885,14.7811,0.0813885,14.7811,0.837223,0.162777
418,0.857769,156.106,0.0711153,12.9423,0.0711153,12.9423,0.857769,0.1422306
419,0.877154,159.967,0.0614228,11.2017,0.0614228,11.2017,0.877154,0.1228456
420,0.895312,163.617,0.0523438,9.56578,0.0523438,9.56578,0.895312,0.1046876
421,0.912181,167.045,0.0439093,8.04099,0.0439093,8.04099,0.912181,0.0878186
422,0.927705,170.239,0.0361477,6.6333,0.0361477,6.6333,0.927705,0.0722954
423,0.941829,173.187,0.0290854,5.34831,0.0290854,5.34831,0.941829,0.0581708
424,0.954508,175.878,0.0227462,4.19123,0.0227462,4.19123,0.954508,0.0454924
425,0.965696,178.303,0.0171518,3.16687,0.0171518,3.16687,0.965696,0.0343036
426,0.975358,180.455,0.0123211,2.27957,0.0123211,2.27957,0.975358,0.0246422
427,0.983459,182.323,0.00827041,1.53325,0.00827041,1.53325,0.983459,0.01654082
428,0.989973,183.903,0.0050135,0.931335,0.0050135,0.931335,0.989973,0.010027
429,0.994877,185.187,0.0025614,0.476781,0.0025614,0.476781,0.994877,0.0051228
430,0.998155,186.171,0.000922437,0.172049,0.000922437,0.172049,0.998155,0.001844874
431,0.999796,186.852,0.000102156,0.019092,0.000102156,0.019092,0.999796,0.000204312
432,0.999793,187.225,0.000103342,0.0193523,0.000103342,0.0193523,0.999793,0.000206684
433,0.998148,187.29,0.000925991,0.173751,0.000925991,0.173751,0.998148,0.001851982
434,0.994865,187.046,0.00256731,0.482683,0.00256731,0.482683,0.994865,0.00513462
435,0.989957,186.492,0.00502175,0.946016,0.00502175,0.946016,0.989957,0.0100435
436,0.983438,185.63,0.00828097,1.56308,0.00828097,1.56308,0.983438,0.01656194
437,0.975332,184.463,0.0123339,2.33269,0.0123339,2.33269,0.975332,0.0246678
438,0.965666,182.994,0.0171669,3.25312,0.0171669,3.25312,0.965666,0.0343338
439,0.954473,181.227,0.0227635,4.32213,0.0227635,4.32213,0.954473,0.045527
440,0.941791,179.168,0.0291047,5.53693,0.0291047,5.53693,0.941791,0.0582094
441,0.927662,176.824,0.0361691,6.89427,0.0361691,6.89427,0.927662,0.0723382
442,0.912135,174.202,0.0439327,8.39036,0.0439327,8.39036,0.912135,0.0878654
443,0.895262,171.31,0.0523691,10.0209,0.0523691,10.0209,0.895262,0.1047382
444,0.8771,168.159,0.0614499,11.7812,0.0614499,11.7812,0.8771,0.1228998
445,0.857712,164.758,0.0711441,13.6661,0.0711441,13.6661,0.857712,0.1422882
446,0.837162,161.119,0.081419,15.6697,0.081419,15.6697,0.837162,0.162838
447,0.815521,157.254,0.0922397,17.7862,0.0922397,17.7862,0.815521,0.1844794
448,0.792861,153.176,0.103569,20.009,0.103569,20.009,0.792861,0.207138
449,0.76926,148.899,0.11537,22.3311,0.11537,22.3311,0.76926,0.23074
450,0.744798,144.437,0.127601,24.7454,0.127601,24.7454,0.744798,0.255202
451,0.719557,139.805,0.140222,27.2442,0.140222,27.2442,0.719557,0.280444
452,0.693623,135.02,0.153189,29.8196,0.153189,29.8196,0.693623,0.306378
453,0.667084,130.098,0.166458,32.4635,0.166458,32.4635,0.667084,0.332916
454,0.64003,125.055,0.179985,35.1673,0.179985,35.1673,0.64003,0.35997
455,0.612553,119.91,0.193724,37.9223,0.193724,37.9223,0.612553,0.387448
456,0.584745,114.68,0.207627,40.7196,0.207627,40.7196,0.584745,0.415254
457,0.556702,109.382,0.221649,43.5502,0.221649,43.5502,0.556702,0.443298
458,0.528517,104.036,0.235741,46.4047,0.235741,46.4047,0.528517,0.471482
459,0.500288,98.6612,0.249856,49.2738,0.249856,49.2738,0.500288,0.499712
460,0.472109,93.2751,0.263946,52.1481,0.263946,52.1481,0.472109,0.527892
461,0.444075,87.8974,0.277962,55.018,0.277962,55.018,0.444075,0.555924
462,0.416283,82.5469,0.291858,57.8741,0.291858,57.8741,0.416283,0.583716
463,0.388826,77.2427,0.305587,60.7068,0.305587,60.7068,0.388826,0.611174
464,0.361797,72.0038,0.319101,63.5066,0.319101,63.5066,0.361797,0.638202
465,0.335288,66.8489,0.332356,66.2643,0.332356,66.2643,0.335288,0.664712
466,0.309389,61.7965,0.345306,68.9704,0.345306,68.9704,0.309389,0.690612
467,0.284187,56.8649,0.357907,71.616,0.357907,71.616,0.284187,0.715814
468,0.259768,52.0721,0.370116,74.1919,0.370116,74.1919,0.259768,0.740232
469,0.236215,47.4354,0.381892,76.6896,0.381892,76.6896,0.236215,0.763784
470,0.213608,42.972,0.393196,79.1004,0.393196,79.1004,0.213608,0.786392
471,0.192022,38.6984,0.403989,81.4161,0.403989,81.4161,0.192022,0.807978
472,0.171533,34.6304,0.414234,83.6288,0.414234,83.6288,0.171533,0.828468
473,0.152208,30.7832,0.423896,85.7308,0.423896,85.7308,0.152208,0.847792
474,0.134113,27.1715,0.432944,87.7149,0.432944,87.7149,0.134113,0.865888
475,0.11731,23.8089,0.441345,89.5742,0.441345,89.5742,0.11731,0.88269
476,0.101856,20.7086,0.449072,91.3022,0.449072,91.3022,0.101856,0.898144
477,0.0878027,17.8826,0.456099,92.8928,0.456099,92.8928,0.0878027,0.912198
478,0.0751982,15.3422,0.462401,94.3404,0.462401,94.3404,0.0751982,0.924802
479,0.0640852,13.0975,0.467957,95.6398,0.467957,95.6398,0.0640852,0.935914
480,0.0545012,11.1581,0.472749,96.7865,0.472749,96.7865,0.0545012,0.945498
481,0.0464789,9.5321,0.476761,97.7762,0.476761,97.7762,0.0464789,0.953522
482,0.0400454,8.22682,0.479977,98.6053,0.479977,98.6053,0.0400454,0.959954
483,0.0352224,7.24843,0.482389,99.2708,0.482389,99.2708,0.0352224,0.964778
484,0.0320264,6.602,0.483987,99.7701,0.483987,99.7701,0.0320264,0.967974
485,0.0304682,6.2915,0.484766,100.101,0.484766,100.101,0.0304682,0.969532
486,0.0305531,6.31976,0.484723,100.263,0.484723,100.263,0.0305531,0.969446
487,0.0322807,6.68843,0.48386,100.254,0.48386,100.254,0.0322807,0.96772
488,0.0356453,7.39804,0.482177,100.074,0.482177,100.074,0.0356453,0.964354
489,0.0406354,8.44793,0.479682,99.724,0.479682,99.724,0.0406354,0.959364
490,0.0472341,9.83628,0.476383,99.2046,0.476383,99.2046,0.0472341,0.952766
491,0.055419,11.5601,0.472291,98.5171,0.472291,98.5171,0.055419,0.944582
492,0.0651624,13.6152,0.467419,97.6639,0.467419,97.6639,0.0651624,0.934838
493,0.0764312,15.9964,0.461784,96.6473,0.461784,96.6473,0.0764312,0.923568
494,0.0891873,18.6971,0.455406,95.4708,0.455406,95.4708,0.0891873,0.910812
495,0.103387,21.7099,0.448306,94.138,0.448306,94.138,0.103387,0.896612
496,0.118983,25.0261,0.440508,92.6532,0.440508,92.6532,0.118983,0.881016
497,0.135922,28.636,0.432039,91.0214,0.432039,91.0214,0.135922,0.864078
498,0.154147,32.5288,0.422927,89.2479,0.422927,89.2479,0.154147,0.845854
499,0.173595,36.6928,0.413202,87.3386,0.413202,87.3386,0.173595,0.826404
500,0.194202,41.1154,0.402899,85.2998,0.402899,85.2998,0.194202,0.805798
501,0.215896,45.7827,0.392052,83.1384,0.392052,83.1384,0.215896,0.784104
502,0.238604,50.6804,0.380698,80.8615,0.380698,80.8615,0.238604,0.761396
503,0.262251,55.7931,0.368875,78.477,0.368875,78.477,0.262251,0.73775
504,0.286754,61.1045,0.356623,75.9928,0.356623,75.9928,0.286754,0.713246
505,0.312032,66.5979,0.343984,73.4175,0.343984,73.4175,0.312032,0.687968
506,0.337998,72.2556,0.331001,70.7597,0.331001,70.7597,0.337998,0.662002
507,0.364565,78.0595,0.317717,68.0286,0.317717,68.0286,0.364565,0.635434
508,0.391643,83.9909,0.304179,65.2335,0.304179,65.2335,0.391643,0.608358
509,0.419139,90.0305,0.290431,62.3842,0.290431,62.3842,0.419139,0.580862
510,0.44696,96.1587,0.27652,59.4902,0.27652,59.4902,0.44696,0.55304
511,0.475013,102.355,0.262493,56.5618,0.262493,56.5618,0.475013,0.524986
512,0.503202,108.6,0.248399,53.6091,0.248399,53.6091,0.503202,0.496798
513,0.531431,114.873,0.234284,50.6423,0.234284,50.6423,0.531431,0.468568
514,0.559605,121.152,0.220197,47.6718,0.220197,47.6718,0.559605,0.440394
515,0.587629,127.418,0.206186,44.708,0.206186,44.708,0.587629,0.412372
516,0.615406,133.649,0.192297,41.7614,0.192297,41.7614,0.615406,0.384594
517,0.642844,139.824,0.178578,38.8422,0.178578,38.8422,0.642844,0.357156
518,0.669849,145.923,0.165075,35.9609,0.165075,35.9609,0.669849,0.33015
519,0.69633,151.926,0.151835,33.1276,0.151835,33.1276,0.69633,0.30367
520,0.722196,157.812,0.138902,30.3524,0.138902,30.3524,0.722196,0.277804
521,0.747361,163.562,0.12632,27.6453,0.12632,27.6453,0.747361,0.25264
522,0.771738,169.155,0.114131,25.016,0.114131,25.016,0.771738,0.228262
523,0.795246,174.573,0.102377,22.474,0.102377,22.474,0.795246,0.204754
524,0.817803,179.798,0.0910983,20.0284,0.0910983,20.0284,0.817803,0.1821966
525,0.839335,184.812,0.0803323,17.6882,0.0803323,17.6882,0.839335,0.1606646
526,0.859768,189.597,0.0701158,15.462,0.0701158,15.462,0.859768,0.1402316
527,0.879033,194.138,0.0604834,13.358,0.0604834,13.358,0.879033,0.1209668
528,0.897064,198.418,0.0514678,11.3839,0.0514678,11.3839,0.897064,0.1029356
529,0.913801,202.423,0.0430995,9.54727,0.0430995,9.54727,0.913801,0.086199
530,0.929186,206.138,0.0354069,7.85496,0.0354069,7.85496,0.929186,0.0708138
531,0.943168,209.552,0.0284161,6.31346,0.0284161,6.31346,0.943168,0.0568322
532,0.955698,212.651,0.0221508,4.92875,0.0221508,4.92875,0.955698,0.0443016
533,0.966735,215.426,0.0166323,3.7063,0.0166323,3.7063,0.966735,0.0332646
534,0.976242,217.865,0.0118791,2.65103,0.0118791,2.65103,0.976242,0.0237582
535,0.984185,219.961,0.00790751,1.7673,0.00790751,1.7673,0.984185,0.01581502
536,0.990538,221.706,0.00473091,1.05889,0.00473091,1.05889,0.990538,0.00946182
537,0.99528,223.093,0.00236009,0.529019,0.00236009,0.529019,0.99528,0.00472018
538,0.998394,224.118,0.000803086,0.180276,0.000803086,0.180276,0.998394,0.001606172
539,0.99987,224.776,6.51689E-05,0.0146503,6.51689E-05,0.0146503,0.99987,0.0001303378
540,0.999702,225.064,0.000148844,0.0335095,0.000148844,0.0335095,0.999702,0.000297688
541,0.997892,224.982,0.00105383,0.237593,0.00105383,0.237593,0.997892,0.00210766
542,0.994446,224.528,0.00277705,0.627009,0.00277705,0.627009,0.994446,0.0055541
543,0.989375,223.705,0.00531268,1.20123,0.00531268,1.20123,0.989375,0.01062536
544,0.982696,222.513,0.0086521,1.95911,0.0086521,1.95911,0.982696,0.0173042
545,0.974432,220.957,0.012784,2.89884,0.012784,2.89884,0.974432,0.025568
546,0.964611,219.042,0.0176944,4.01801,0.0176944,4.01801,0.964611,0.0353888
547,0.953267,216.774,0.0233666,5.31359,0.0233666,5.31359,0.953267,0.0467332
548,0.940437,214.16,0.0297814,6.78193,0.0297814,6.78193,0.940437,0.0595628
549,0.926166,211.208,0.0369171,8.41877,0.0369171,8.41877,0.926166,0.0738342
550,0.910501,207.928,0.0447494,10.2193,0.0447494,10.2193,0.910501,0.0894988
551,0.893496,204.331,0.0532519,12.178,0.0532519,12.178,0.893496,0.1065038
552,0.875209,200.43,0.0623956,14.2891,0.0623956,14.2891,0.875209,0.1247912
553,0.855701,196.236,0.0721497,16.5459,0.0721497,16.5459,0.855701,0.1442994
554,0.835038,191.764,0.0824809,18.9415,0.0824809,18.9415,0.835038,0.1649618
555,0.813291,187.029,0.0933544,21.4683,0.0933544,21.4683,0.813291,0.1867088
556,0.790534,182.047,0.104733,24.1184,0.104733,24.1184,0.790534,0.209466
557,0.766842,176.835,0.116579,26.8833,0.116579,26.8833,0.766842,0.233158
558,0.742298,171.411,0.128851,29.7542,0.128851,29.7542,0.742298,0.257702
559,0.716984,165.793,0.141508,32.7218,0.141508,32.7218,0.716984,0.283016
560,0.690985,159.999,0.154507,35.7766,0.154507,35.7766,0.690985,0.309014
561,0.66439,154.051,0.167805,38.9086,0.167805,38.9086,0.66439,0.33561
562,0.63729,147.968,0.181355,42.1077,0.181355,42.1077,0.63729,0.36271
563,0.609775,141.772,0.195112,45.3634,0.195112,45.3634,0.609775,0.390224
564,0.58194,135.483,0.20903,48.6649,0.20903,48.6649,0.58194,0.41806
565,0.553878,129.124,0.223061,52.0015,0.223061,52.0015,0.553878,0.446122
566,0.525685,122.716,0.237158,55.3621,0.237158,55.3621,0.525685,0.474316
567,0.497456,116.282,0.251272,58.7356,0.251272,58.7356,0.497456,0.502544
568,0.469287,109.844,0.265356,62.1108,0.265356,62.1108,0.469287,0.530712
569,0.441274,103.425,0.279363,65.4764,0.279363,65.4764,0.441274,0.558726
570,0.413511,97.0464,0.293245,68.8212,0.293245,68.8212,0.413511,0.58649
571,0.386093,90.7316,0.306954,72.134,0.306954,72.134,0.386093,0.613908
572,0.359112,84.5026,0.320444,75.4037,0.320444,75.4037,0.359112,0.640888
573,0.33266,78.3813,0.33367,78.6193,0.33367,78.6193,0.33266,0.66734
574,0.306827,72.3894,0.346587,81.7699,0.346587,81.7699,0.306827,0.693174
575,0.2817,66.5482,0.35915,84.845,0.35915,84.845,0.2817,0.7183
576,0.257364,60.8785,0.371318,87.834,0.371318,87.834,0.257364,0.742636
577,0.233902,55.4007,0.383049,90.7268,0.383049,90.7268,0.233902,0.766098
578,0.211394,50.1345,0.394303,93.5135,0.394303,93.5135,0.211394,0.788606
579,0.189915,45.0989,0.405042,96.1848,0.405042,96.1848,0.189915,0.810084
580,0.169539,40.3122,0.41523,98.7313,0.41523,98.7313,0.169539,0.83046
581,0.150335,35.7918,0.424833,101.144,0.424833,101.144,0.150335,0.849666
582,0.132367,31.5545,0.433816,103.416,0.433816,103.416,0.132367,0.867632
583,0.115697,27.6158,0.442151,105.537,0.442151,105.537,0.115697,0.884302
584,0.100381,23.9906,0.449809,107.502,0.449809,107.502,0.100381,0.899618
585,0.0864715,20.6925,0.456764,109.303,0.456764,109.303,0.0864715,0.913528
586,0.0740149,17.7341,0.462993,110.934,0.462993,110.934,0.0740149,0.925986
587,0.0630537,15.1269,0.468473,112.389,0.468473,112.389,0.0630537,0.936946
588,0.0536251,12.8811,0.473187,113.663,0.473187,113.663,0.0536251,0.946374
589,0.0457611,11.0059,0.477119,114.751,0.477119,114.751,0.0457611,0.954238
590,0.0394883,9.50916,0.480256,115.65,0.480256,115.65,0.0394883,0.960512
591,0.034828,8.39739,0.482586,116.356,0.482586,116.356,0.034828,0.965172
592,0.031796,7.67588,0.484102,116.867,0.484102,116.867,0.031796,0.968204
593,0.0304025,7.3486,0.484799,117.181,0.484799,117.181,0.0304025,0.969598
594,0.0306524,7.41815,0.484674,117.295,0.484674,117.295,0.0306524,0.969348
595,0.0325447,7.88582,0.483728,117.211,0.483728,117.211,0.0325447,0.967456
596,0.036073,8.75151,0.481964,116.927,0.481964,116.927,0.036073,0.963928
597,0.0412253,10.0138,0.479387,116.445,0.479387,116.445,0.0412253,0.958774
598,0.0479843,11.6698,0.476008,115.765,0.476008,115.765,0.0479843,0.952016
599,0.056327,13.7154,0.471837,114.891,0.471837,114.891,0.056327,0.943674
600,0.066225,16.1452,0.466887,113.824,0.466887,113.824,0.066225,0.933774
601,0.077645,18.9522,0.461178,112.568,0.461178,112.568,0.077645,0.922356
602,0.090548,22.1284,0.454726,111.127,0.454726,111.127,0.090548,0.909452
603,0.10489,25.6643,0.447555,109.507,0.447555,109.507,0.10489,0.89511
604,0.120624,29.5493,0.439688,107.711,0.439688,107.711,0.120624,0.879376
605,0.137694,33.7716,0.431153,105.747,0.431153,105.747,0.137694,0.862306
606,0.156045,38.3179,0.421978,103.62,0.421978,103.62,0.156045,0.843956
607,0.175612,43.1742,0.412194,101.338,0.412194,101.338,0.175612,0.824388
608,0.196331,48.3252,0.401835,98.9082,0.401835,98.9082,0.196331,0.80367
